MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,NETWR
100,1000338,20,50003,Concentrado Cu,86,435286.42000000004
100,1000339,10,50001,Concentrado Cu,90,552418.2
100,1000340,10,50005,Concentrado Cu,55,324784.9
100,1000340,20,50003,Concentrado Cu,78,680071.0800000001
100,1000341,10,50004,Concentrado Cu,42,278398.68
100,1000342,10,50008,Concentrado Cu,57,362512.01999999996
100,1000343,10,50008,Concentrado Cu,93,558053.01
100,1000343,20,50007,Concentrado Cu,68,493181.56
100,1000344,10,50009,Concentrado Cu,20,161139.59999999998
100,1000344,20,50008,Concentrado Cu,25,209801.00000000003
100,1000345,10,50007,Concentrado Cu,93,788182.44
100,1000345,20,50007,Concentrado Cu,43,384315.94
100,1000346,10,50006,Concentrado Cu,48,384032.64
100,1000346,20,50002,Concentrado Cu,26,184676.44
100,1000347,10,50008,Concentrado Cu,24,168237.59999999998
100,1000347,20,50006,Concentrado Cu,42,286808.76
100,1000348,10,50005,Concentrado Cu,21,105992.87999999999
100,1000348,20,50003,Concentrado Cu,68,498034.04
100,1000349,10,50005,Concentrado Cu,73,549331.5700000001
100,1000350,10,50001,Concentrado Cu,30,169440.0
100,1000350,20,50003,Concentrado Cu,60,376050.60000000003
100,1000351,10,50009,Concentrado Cu,70,425949.3
100,1000351,20,50007,Concentrado Cu,66,527444.28
100,1000352,10,50006,Concentrado Cu,41,235157.13999999998
100,1000352,20,50000,Concentrado Cu,36,284799.24
100,1000353,10,50001,Concentrado Cu,46,260711.44
100,1000353,20,50001,Concentrado Cu,32,168165.44
100,1000354,10,50000,Concentrado Cu,70,496715.10000000003
100,1000355,10,50004,Concentrado Cu,99,556488.9
100,1000356,10,50004,Concentrado Cu,49,293489.91000000003
100,1000356,20,50004,Concentrado Cu,76,570449.92
100,1000357,10,50000,Concentrado Cu,24,183700.8
100,1000358,10,50007,Concentrado Cu,89,777809.27
100,1000358,20,50008,Concentrado Cu,76,421074.96
100,1000359,10,50003,Concentrado Cu,61,309732.38
100,1000359,20,50000,Concentrado Cu,88,447789.76
100,1000360,10,50004,Concentrado Cu,36,282988.08
100,1000360,20,50000,Concentrado Cu,49,262678.71
100,1000361,10,50003,Concentrado Cu,63,420901.11000000004
100,1000361,20,50007,Concentrado Cu,67,459267.57999999996
100,1000362,10,50001,Concentrado Cu,38,198517.69999999998
100,1000362,20,50006,Concentrado Cu,29,208010.33000000002
100,1000363,10,50004,Concentrado Cu,68,565284.68
100,1000364,10,50006,Concentrado Cu,76,455137.39999999997
100,1000365,10,50007,Concentrado Cu,32,226705.92
100,1000366,10,50006,Concentrado Cu,59,515946.74000000005
100,1000366,20,50002,Concentrado Cu,100,791295.0
100,1000367,10,50004,Concentrado Cu,81,611880.48
100,1000368,10,50000,Concentrado Cu,47,417975.7
100,1000368,20,50003,Concentrado Cu,75,472353.75
100,1000369,10,50000,Concentrado Cu,99,834304.6799999999
100,1000370,10,50005,Concentrado Cu,28,213728.47999999998
100,1000371,10,50003,Concentrado Cu,87,672762.2999999999
100,1000371,20,50008,Concentrado Cu,39,290634.24
100,1000372,10,50005,Concentrado Cu,34,183091.02
100,1000372,20,50001,Concentrado Cu,25,208519.25
100,1000373,10,50000,Concentrado Cu,45,244269.90000000002
100,1000374,10,50000,Concentrado Cu,93,703731.93
100,1000375,10,50008,Concentrado Cu,99,772720.74
100,1000375,20,50004,Concentrado Cu,26,168100.92
100,1000376,10,50000,Concentrado Cu,46,350658.0
100,1000377,10,50003,Concentrado Cu,47,395875.36
100,1000377,20,50000,Concentrado Cu,55,477204.75000000006
100,1000378,10,50001,Concentrado Cu,24,164195.52
100,1000379,10,50004,Concentrado Cu,66,564861.0
100,1000380,10,50004,Concentrado Cu,58,311321.96
100,1000381,10,50001,Concentrado Cu,61,498468.82
100,1000382,10,50009,Concentrado Cu,32,236189.44
100,1000382,20,50004,Concentrado Cu,24,190155.84
100,1000383,10,50001,Concentrado Cu,27,234562.22999999998
100,1000383,20,50005,Concentrado Cu,64,545226.88
100,1000384,10,50000,Concentrado Cu,49,284138.26
100,1000384,20,50005,Concentrado Cu,39,313206.66
100,1000385,10,50000,Concentrado Cu,51,448583.76
100,1000386,10,50000,Concentrado Cu,63,489836.34
100,1000386,20,50001,Concentrado Cu,59,401214.75
100,1000387,10,50003,Concentrado Cu,88,514580.0
100,1000387,20,50008,Concentrado Cu,86,688122.12
100,1000388,10,50009,Concentrado Cu,38,295650.64
100,1000388,20,50000,Concentrado Cu,68,498577.36000000004
100,1000389,10,50004,Concentrado Cu,41,214858.03999999998
100,1000390,10,50000,Concentrado Cu,79,601903.37
100,1000390,20,50000,Concentrado Cu,28,183528.24
100,1000391,10,50001,Concentrado Cu,22,135739.56
100,1000391,20,50006,Concentrado Cu,49,437039.33
100,1000392,10,50005,Concentrado Cu,82,694301.38
100,1000393,10,50000,Concentrado Cu,60,511231.80000000005
100,1000394,10,50004,Concentrado Cu,76,606665.44
100,1000394,20,50004,Concentrado Cu,39,316540.77
100,1000395,10,50002,Concentrado Cu,23,185145.17
100,1000396,10,50009,Concentrado Cu,92,685349.4
100,1000396,20,50009,Concentrado Cu,49,290258.85
100,1000397,10,50001,Concentrado Cu,81,448444.35000000003
100,1000397,20,50009,Concentrado Cu,80,627846.4
100,1000398,10,50006,Concentrado Cu,82,565421.98
100,1000399,10,50004,Concentrado Cu,98,850260.7399999999
100,1000399,20,50008,Concentrado Cu,38,260464.15999999997
100,1000400,10,50001,Concentrado Cu,84,458025.95999999996
100,1000400,20,50009,Concentrado Cu,89,493169.47
100,1000401,10,50007,Concentrado Cu,23,131456.73
100,1000401,20,50009,Concentrado Cu,45,383858.55000000005
100,1000402,10,50005,Concentrado Cu,40,314940.0
100,1000402,20,50001,Concentrado Cu,31,169156.46
100,1000403,10,50001,Concentrado Cu,87,681133.44
100,1000403,20,50008,Concentrado Cu,98,862303.9600000001
100,1000404,10,50000,Concentrado Cu,41,354609.41000000003
100,1000404,20,50009,Concentrado Cu,39,220291.5
100,1000405,10,50000,Concentrado Cu,73,454954.25
100,1000406,10,50004,Concentrado Cu,100,572278.0
100,1000406,20,50002,Concentrado Cu,45,225635.85
100,1000407,10,50000,Concentrado Cu,31,250295.55000000002
100,1000407,20,50005,Concentrado Cu,67,575538.04
100,1000408,10,50008,Concentrado Cu,28,172797.24
100,1000408,20,50002,Concentrado Cu,35,272246.8
100,1000409,10,50008,Concentrado Cu,72,511097.76
100,1000409,20,50003,Concentrado Cu,98,512808.51999999996
100,1000410,10,50007,Concentrado Cu,97,847350.2899999999
100,1000411,10,50006,Concentrado Cu,97,813945.43
100,1000411,20,50004,Concentrado Cu,87,635149.59
100,1000412,10,50002,Concentrado Cu,98,710552.92
100,1000412,20,50008,Concentrado Cu,100,699096.0
100,1000413,10,50005,Concentrado Cu,81,701836.65
100,1000413,20,50000,Concentrado Cu,37,256261.25999999998
100,1000414,10,50008,Concentrado Cu,62,424692.56
100,1000414,20,50006,Concentrado Cu,27,225191.34
100,1000415,10,50008,Concentrado Cu,88,446588.56
100,1000415,20,50009,Concentrado Cu,62,508284.67999999993
100,1000416,10,50002,Concentrado Cu,55,459962.79999999993
100,1000417,10,50008,Concentrado Cu,41,298641.13
100,1000417,20,50006,Concentrado Cu,43,317373.11000000004
100,1000418,10,50005,Concentrado Cu,24,146063.76
100,1000418,20,50001,Concentrado Cu,83,706179.77
100,1000419,10,50000,Concentrado Cu,59,515031.65
100,1000420,10,50005,Concentrado Cu,79,675982.46
100,1000421,10,50000,Concentrado Cu,93,747160.14
100,1000421,20,50003,Concentrado Cu,61,353935.42000000004
100,1000422,10,50008,Concentrado Cu,60,485469.0
100,1000422,20,50001,Concentrado Cu,54,302253.12
100,1000423,10,50000,Concentrado Cu,99,716611.5
100,1000424,10,50008,Concentrado Cu,64,460637.44
100,1000425,10,50004,Concentrado Cu,93,556074.9
100,1000426,10,50009,Concentrado Cu,63,451225.53
100,1000426,20,50000,Concentrado Cu,36,184174.92
100,1000427,10,50006,Concentrado Cu,28,178160.08
100,1000427,20,50009,Concentrado Cu,75,610294.5
100,1000428,10,50008,Concentrado Cu,50,284617.0
100,1000428,20,50001,Concentrado Cu,93,776270.07
100,1000429,10,50005,Concentrado Cu,91,490546.42
100,1000429,20,50007,Concentrado Cu,42,261749.88
100,1000430,10,50009,Concentrado Cu,33,255486.99
100,1000431,10,50005,Concentrado Cu,83,629136.68
100,1000431,20,50000,Concentrado Cu,31,181983.94999999998
100,1000432,10,50002,Concentrado Cu,39,265664.1
100,1000433,10,50009,Concentrado Cu,93,631343.52
100,1000433,20,50003,Concentrado Cu,60,371936.39999999997
100,1000434,10,50006,Concentrado Cu,64,573514.24
100,1000434,20,50009,Concentrado Cu,21,156365.16
100,1000435,10,50002,Concentrado Cu,57,299229.48000000004
100,1000435,20,50008,Concentrado Cu,26,130087.62
100,1000436,10,50004,Concentrado Cu,41,210793.30000000002
100,1000436,20,50009,Concentrado Cu,58,458657.62
100,1000437,10,50000,Concentrado Cu,100,689264.0
100,1000437,20,50002,Concentrado Cu,93,484202.63999999996
100,1000438,10,50004,Concentrado Cu,82,437063.27999999997
100,1000439,10,50004,Concentrado Cu,52,287568.32
100,1000440,10,50004,Concentrado Cu,21,167280.12
100,1000440,20,50009,Concentrado Cu,42,362902.26
100,1000441,10,50007,Concentrado Cu,67,551501.12
100,1000442,10,50007,Concentrado Cu,43,352492.07
100,1000443,10,50001,Concentrado Cu,38,280522.84
100,1000443,20,50002,Concentrado Cu,83,664917.15
100,1000444,10,50005,Concentrado Cu,54,327690.9
100,1000444,20,50001,Concentrado Cu,52,396103.24
100,1000445,10,50003,Concentrado Cu,95,767789.0499999999
100,1000445,20,50008,Concentrado Cu,63,485784.81
100,1000446,10,50008,Concentrado Cu,21,161515.41
100,1000446,20,50001,Concentrado Cu,21,139545.0
100,1000447,10,50007,Concentrado Cu,64,376170.88
100,1000448,10,50003,Concentrado Cu,24,122275.20000000001
100,1000448,20,50001,Concentrado Cu,27,236358.54
100,1000449,10,50009,Concentrado Cu,35,274130.5
100,1000450,10,50009,Concentrado Cu,36,234137.88
100,1000451,10,50001,Concentrado Cu,43,258573.62
100,1000452,10,50007,Concentrado Cu,55,444259.19999999995
100,1000453,10,50001,Concentrado Cu,89,525401.7100000001
100,1000453,20,50006,Concentrado Cu,81,444269.61000000004
100,1000454,10,50005,Concentrado Cu,58,382942.68
100,1000454,20,50001,Concentrado Cu,66,471141.66000000003
100,1000455,10,50007,Concentrado Cu,57,432696.69
100,1000456,10,50006,Concentrado Cu,44,272601.12
100,1000457,10,50005,Concentrado Cu,82,437834.89999999997
100,1000458,10,50003,Concentrado Cu,37,190283.23
100,1000458,20,50000,Concentrado Cu,95,565624.2999999999
100,1000459,10,50008,Concentrado Cu,59,412925.66
100,1000460,10,50000,Concentrado Cu,63,329125.86000000004
100,1000461,10,50001,Concentrado Cu,20,100578.0
100,1000461,20,50001,Concentrado Cu,95,812027.7
100,1000462,10,50002,Concentrado Cu,46,256328.1
100,1000462,20,50004,Concentrado Cu,86,584944.48
100,1000463,10,50004,Concentrado Cu,46,309979.74
100,1000463,20,50005,Concentrado Cu,98,805619.78
100,1000464,10,50003,Concentrado Cu,95,654926.2
100,1000464,20,50007,Concentrado Cu,55,278191.10000000003
100,1000465,10,50003,Concentrado Cu,61,410956.39
100,1000466,10,50009,Concentrado Cu,20,133421.8
100,1000467,10,50007,Concentrado Cu,84,431296.31999999995
100,1000468,10,50006,Concentrado Cu,66,452853.06
100,1000469,10,50005,Concentrado Cu,42,318892.98
100,1000469,20,50001,Concentrado Cu,91,713198.85
100,1000470,10,50005,Concentrado Cu,50,357927.0
100,1000471,10,50007,Concentrado Cu,58,421602.58
100,1000471,20,50004,Concentrado Cu,41,334439.87
100,1000472,10,50005,Concentrado Cu,56,452424.0
100,1000472,20,50000,Concentrado Cu,38,243674.24
100,1000473,10,50009,Concentrado Cu,40,313890.0
100,1000474,10,50002,Concentrado Cu,39,220155.78000000003
100,1000475,10,50005,Concentrado Cu,27,200680.2
100,1000476,10,50004,Concentrado Cu,45,229058.55
100,1000477,10,50001,Concentrado Cu,85,559103.65
100,1000477,20,50007,Concentrado Cu,60,444761.39999999997
100,1000478,10,50005,Concentrado Cu,70,391424.6
100,1000479,10,50004,Concentrado Cu,100,774365.0
100,1000479,20,50001,Concentrado Cu,67,472356.7
100,1000480,10,50004,Concentrado Cu,40,293064.8
100,1000481,10,50007,Concentrado Cu,37,237892.98
100,1000481,20,50000,Concentrado Cu,54,348011.1
100,1000482,10,50000,Concentrado Cu,57,351499.62
100,1000482,20,50001,Concentrado Cu,85,490897.10000000003
100,1000483,10,50003,Concentrado Cu,36,321279.84
100,1000484,10,50001,Concentrado Cu,22,178172.94
100,1000485,10,50008,Concentrado Cu,20,177886.4
100,1000486,10,50008,Concentrado Cu,80,517268.0
100,1000487,10,50007,Concentrado Cu,85,519822.60000000003
100,1000487,20,50007,Concentrado Cu,33,181129.08000000002
100,1000488,10,50003,Concentrado Cu,100,876961.0
100,1000488,20,50000,Concentrado Cu,32,254438.08
100,1000489,10,50000,Concentrado Cu,42,274282.26
100,1000489,20,50005,Concentrado Cu,39,242229.39
100,1000490,10,50008,Concentrado Cu,27,177269.58
100,1000491,10,50009,Concentrado Cu,65,524282.2
100,1000491,20,50004,Concentrado Cu,61,319987.7
100,1000492,10,50002,Concentrado Cu,66,422103.66000000003
100,1000493,10,50005,Concentrado Cu,68,366479.19999999995
100,1000494,10,50002,Concentrado Cu,98,607411.84
100,1000494,20,50006,Concentrado Cu,45,314451.45
100,1000495,10,50004,Concentrado Cu,53,275076.89
100,1000496,10,50003,Concentrado Cu,99,789183.4500000001
100,1000496,20,50001,Concentrado Cu,94,505619.42000000004
100,1000497,10,50001,Concentrado Cu,92,754836.08
100,1000497,20,50007,Concentrado Cu,74,432083.04
100,1000498,10,50006,Concentrado Cu,37,219933.91999999998
100,1000499,10,50008,Concentrado Cu,94,827077.8
100,1000500,10,50007,Concentrado Cu,31,184521.61000000002
100,1000500,20,50001,Concentrado Cu,60,379028.4
100,1000501,10,50003,Concentrado Cu,74,434530.22
100,1000501,20,50001,Concentrado Cu,42,245970.06
100,1000502,10,50000,Concentrado Cu,71,411821.3
100,1000503,10,50009,Concentrado Cu,30,163299.30000000002
100,1000503,20,50003,Concentrado Cu,86,675466.36
100,1000504,10,50009,Concentrado Cu,72,588281.04
100,1000505,10,50007,Concentrado Cu,37,223580.64
100,1000505,20,50009,Concentrado Cu,61,500084.71
100,1000506,10,50000,Concentrado Cu,52,364944.84
100,1000507,10,50006,Concentrado Cu,67,370439.64999999997
100,1000507,20,50008,Concentrado Cu,25,183048.75
100,1000508,10,50008,Concentrado Cu,83,723868.73
100,1000509,10,50003,Concentrado Cu,83,639733.29
100,1000510,10,50004,Concentrado Cu,35,230183.80000000002
100,1000511,10,50002,Concentrado Cu,83,590056.13
100,1000512,10,50004,Concentrado Cu,79,533204.18
100,1000513,10,50002,Concentrado Cu,36,278541.36
100,1000513,20,50004,Concentrado Cu,51,361710.87
100,1000514,10,50009,Concentrado Cu,96,760733.76
100,1000514,20,50004,Concentrado Cu,24,166799.76
100,1000515,10,50003,Concentrado Cu,27,192057.47999999998
100,1000515,20,50006,Concentrado Cu,93,582496.2
100,1000516,10,50006,Concentrado Cu,80,437420.80000000005
100,1000516,20,50009,Concentrado Cu,64,434771.2
100,1000517,10,50002,Concentrado Cu,56,442671.04000000004
100,1000518,10,50001,Concentrado Cu,98,728984.76
100,1000519,10,50008,Concentrado Cu,33,187050.27
100,1000520,10,50005,Concentrado Cu,40,316536.0
100,1000521,10,50008,Concentrado Cu,83,658207.43
100,1000521,20,50001,Concentrado Cu,39,295946.43
100,1000522,10,50003,Concentrado Cu,58,309552.96
100,1000522,20,50008,Concentrado Cu,62,406718.14
100,1000523,10,50008,Concentrado Cu,89,546078.1900000001
100,1000524,10,50008,Concentrado Cu,63,505775.97
100,1000524,20,50002,Concentrado Cu,22,112454.32
100,1000525,10,50005,Concentrado Cu,78,420572.1
100,1000526,10,50002,Concentrado Cu,23,167623.53999999998
100,1000527,10,50008,Concentrado Cu,35,265148.1
100,1000527,20,50001,Concentrado Cu,44,388109.48
100,1000528,10,50009,Concentrado Cu,86,495151.88
100,1000529,10,50004,Concentrado Cu,92,609682.1599999999
100,1000530,10,50002,Concentrado Cu,67,479837.92000000004
100,1000531,10,50005,Concentrado Cu,68,565071.16
100,1000532,10,50002,Concentrado Cu,21,115480.26000000001
100,1000532,20,50005,Concentrado Cu,44,298245.64
100,1000533,10,50004,Concentrado Cu,65,374793.25
100,1000534,10,50003,Concentrado Cu,49,437103.51999999996
100,1000534,20,50005,Concentrado Cu,24,146952.72
100,1000535,10,50008,Concentrado Cu,25,213380.24999999997
100,1000535,20,50003,Concentrado Cu,26,158904.97999999998
100,1000536,10,50005,Concentrado Cu,20,131348.8
100,1000536,20,50005,Concentrado Cu,30,255611.69999999998
100,1000537,10,50006,Concentrado Cu,29,251371.41999999998
100,1000538,10,50005,Concentrado Cu,59,309831.42
100,1000539,10,50007,Concentrado Cu,99,671071.5
100,1000539,20,50003,Concentrado Cu,37,302959.7
100,1000540,10,50004,Concentrado Cu,94,633878.66
100,1000541,10,50004,Concentrado Cu,94,802843.6599999999
100,1000541,20,50002,Concentrado Cu,38,261367.80000000002
100,1000542,10,50000,Concentrado Cu,29,186514.95
100,1000542,20,50008,Concentrado Cu,34,189366.74
100,1000543,10,50009,Concentrado Cu,66,341590.92
100,1000544,10,50005,Concentrado Cu,60,443892.0
100,1000544,20,50003,Concentrado Cu,25,201308.25
100,1000545,10,50008,Concentrado Cu,57,465025.95
100,1000546,10,50005,Concentrado Cu,45,346519.35000000003
100,1000547,10,50004,Concentrado Cu,44,344193.07999999996
100,1000547,20,50002,Concentrado Cu,89,769808.17
100,1000548,10,50004,Concentrado Cu,64,520480.64
100,1000548,20,50006,Concentrado Cu,71,588408.9500000001
100,1000549,10,50001,Concentrado Cu,88,576025.12
100,1000549,20,50007,Concentrado Cu,33,208407.21
100,1000550,10,50001,Concentrado Cu,41,222107.25
100,1000550,20,50008,Concentrado Cu,42,215386.08
100,1000551,10,50000,Concentrado Cu,43,249227.56999999998
100,1000551,20,50006,Concentrado Cu,56,326119.92
100,1000552,10,50007,Concentrado Cu,27,174814.47
100,1000553,10,50001,Concentrado Cu,56,424771.2
100,1000554,10,50004,Concentrado Cu,70,521647.69999999995
100,1000554,20,50002,Concentrado Cu,73,437747.42
100,1000555,10,50007,Concentrado Cu,69,596389.77
100,1000555,20,50002,Concentrado Cu,92,495156.88
100,1000556,10,50003,Concentrado Cu,40,243804.4
100,1000557,10,50008,Concentrado Cu,33,216561.51
100,1000558,10,50000,Concentrado Cu,96,481791.36
100,1000558,20,50006,Concentrado Cu,45,392187.60000000003
100,1000559,10,50009,Concentrado Cu,67,346775.92000000004
100,1000559,20,50003,Concentrado Cu,72,446842.08
100,1000560,10,50005,Concentrado Cu,51,296986.77
100,1000560,20,50000,Concentrado Cu,51,418496.31
100,1000561,10,50009,Concentrado Cu,68,481840.52
100,1000562,10,50007,Concentrado Cu,76,508500.04
100,1000563,10,50002,Concentrado Cu,81,411418.44
100,1000563,20,50006,Concentrado Cu,74,622796.58
100,1000564,10,50009,Concentrado Cu,88,493784.72
100,1000564,20,50002,Concentrado Cu,52,339133.60000000003
100,1000565,10,50004,Concentrado Cu,68,492902.76
100,1000565,20,50007,Concentrado Cu,29,183655.25999999998
100,1000566,10,50000,Concentrado Cu,32,168939.84
100,1000566,20,50006,Concentrado Cu,87,580061.19
100,1000567,10,50005,Concentrado Cu,77,575452.57
100,1000568,10,50008,Concentrado Cu,72,550145.52
100,1000568,20,50000,Concentrado Cu,61,309057.72000000003
100,1000569,10,50005,Concentrado Cu,76,451001.48
100,1000570,10,50002,Concentrado Cu,86,658327.42
100,1000570,20,50009,Concentrado Cu,48,260464.32
100,1000571,10,50005,Concentrado Cu,38,314054.42
100,1000571,20,50004,Concentrado Cu,48,335967.83999999997
100,1000572,10,50009,Concentrado Cu,56,312674.88
100,1000573,10,50009,Concentrado Cu,60,374134.19999999995
100,1000574,10,50000,Concentrado Cu,32,205514.88
100,1000575,10,50000,Concentrado Cu,35,312238.85000000003
100,1000576,10,50009,Concentrado Cu,75,665918.25
100,1000576,20,50006,Concentrado Cu,51,261934.47
100,1000577,10,50007,Concentrado Cu,58,449612.51999999996
100,1000577,20,50002,Concentrado Cu,68,551031.2
100,1000578,10,50000,Concentrado Cu,91,617792.63
100,1000579,10,50000,Concentrado Cu,36,262811.52
100,1000580,10,50009,Concentrado Cu,90,527774.4
100,1000581,10,50002,Concentrado Cu,99,662117.9400000001
100,1000581,20,50008,Concentrado Cu,52,314220.39999999997
100,1000582,10,50006,Concentrado Cu,78,415975.56000000006
100,1000583,10,50001,Concentrado Cu,68,606419.92
100,1000584,10,50001,Concentrado Cu,35,199602.55000000002
