MANDT,AUFNR,AUART,ERDAT,KTEXT,IDAT2
100,800367,PM02,2024-03-22,Mant. Preventivo 1000004,2024-03-23
100,800368,PM02,2024-03-22,Mant. Preventivo 1000136,2024-03-23
100,800369,PM02,2024-03-22,Mant. Preventivo 1000004,2024-03-23
100,800370,PM02,2024-03-22,Mant. Preventivo 1000052,2024-03-23
100,800371,PM02,2024-03-22,Mant. Preventivo 1000180,2024-03-23
100,800372,PM02,2024-03-23,Mant. Preventivo 1000137,2024-03-24
100,800373,PM02,2024-03-23,Mant. Preventivo 1000142,2024-03-24
100,800374,PM02,2024-03-23,Mant. Preventivo 1000000,2024-03-24
100,800375,PM01,2024-03-24,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000061,2024-03-31
100,800376,PM02,2024-03-24,Mant. Preventivo 1000071,2024-03-25
100,800377,PM02,2024-03-24,Mant. Preventivo 1000126,2024-03-25
100,800378,PM02,2024-03-24,Mant. Preventivo 1000049,2024-03-25
100,800379,PM02,2024-03-24,Mant. Preventivo 1000144,2024-03-25
100,800380,PM02,2024-03-24,Mant. Preventivo 1000154,2024-03-25
100,800381,PM02,2024-03-24,Mant. Preventivo 1000016,2024-03-25
100,800382,PM01,2024-03-25,FALLA CRITICA SISTEMA HIDRÁULICO - 1000135,2024-04-01
100,800383,PM02,2024-03-25,Mant. Preventivo 1000160,2024-03-26
100,800384,PM02,2024-03-25,Mant. Preventivo 1000064,2024-03-26
100,800385,PM02,2024-03-26,Mant. Preventivo 1000094,2024-03-27
100,800386,PM02,2024-03-26,Mant. Preventivo 1000132,2024-03-27
100,800387,PM02,2024-03-26,Mant. Preventivo 1000173,2024-03-27
100,800388,PM02,2024-03-26,Mant. Preventivo 1000060,2024-03-27
100,800389,PM02,2024-03-26,Mant. Preventivo 1000143,2024-03-27
100,800390,PM02,2024-03-26,Mant. Preventivo 1000108,2024-03-27
100,800391,PM01,2024-03-27,FALLA CRITICA SISTEMA HIDRÁULICO - 1000079,2024-04-03
100,800392,PM02,2024-03-27,Mant. Preventivo 1000067,2024-03-28
100,800393,PM02,2024-03-27,Mant. Preventivo 1000086,2024-03-28
100,800394,PM01,2024-03-28,FALLA CRITICA SISTEMA HIDRÁULICO - 1000071,2024-04-04
100,800395,PM02,2024-03-28,Mant. Preventivo 1000149,2024-03-29
100,800396,PM02,2024-03-28,Mant. Preventivo 1000053,2024-03-29
100,800397,PM02,2024-03-28,Mant. Preventivo 1000120,2024-03-29
100,800398,PM02,2024-03-28,Mant. Preventivo 1000157,2024-03-29
100,800399,PM02,2024-03-29,Mant. Preventivo 1000131,2024-03-30
100,800400,PM02,2024-03-29,Mant. Preventivo 1000038,2024-03-30
100,800401,PM01,2024-03-30,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000119,2024-04-06
100,800402,PM02,2024-03-30,Mant. Preventivo 1000028,2024-03-31
100,800403,PM02,2024-03-30,Mant. Preventivo 1000107,2024-03-31
100,800404,PM02,2024-03-31,Mant. Preventivo 1000017,2024-04-01
100,800405,PM02,2024-03-31,Mant. Preventivo 1000184,2024-04-01
100,800406,PM02,2024-03-31,Mant. Preventivo 1000126,2024-04-01
100,800407,PM02,2024-03-31,Mant. Preventivo 1000195,2024-04-01
100,800408,PM02,2024-03-31,Mant. Preventivo 1000094,2024-04-01
100,800409,PM02,2024-03-31,Mant. Preventivo 1000026,2024-04-01
100,800410,PM02,2024-04-01,Mant. Preventivo 1000051,2024-04-02
100,800411,PM02,2024-04-01,Mant. Preventivo 1000107,2024-04-02
100,800412,PM02,2024-04-01,Mant. Preventivo 1000003,2024-04-02
100,800413,PM02,2024-04-01,Mant. Preventivo 1000049,2024-04-02
100,800414,PM02,2024-04-02,Mant. Preventivo 1000026,2024-04-03
100,800415,PM02,2024-04-02,Mant. Preventivo 1000145,2024-04-03
100,800416,PM02,2024-04-02,Mant. Preventivo 1000024,2024-04-03
100,800417,PM02,2024-04-02,Mant. Preventivo 1000161,2024-04-03
100,800418,PM02,2024-04-02,Mant. Preventivo 1000173,2024-04-03
100,800419,PM02,2024-04-02,Mant. Preventivo 1000197,2024-04-03
100,800420,PM02,2024-04-03,Mant. Preventivo 1000001,2024-04-04
100,800421,PM02,2024-04-03,Mant. Preventivo 1000125,2024-04-04
100,800422,PM02,2024-04-03,Mant. Preventivo 1000049,2024-04-04
100,800423,PM01,2024-04-04,FALLA CRITICA SISTEMA HIDRÁULICO - 1000061,2024-04-11
100,800424,PM02,2024-04-04,Mant. Preventivo 1000128,2024-04-05
100,800425,PM02,2024-04-04,Mant. Preventivo 1000095,2024-04-05
100,800426,PM02,2024-04-04,Mant. Preventivo 1000106,2024-04-05
100,800427,PM02,2024-04-04,Mant. Preventivo 1000190,2024-04-05
100,800428,PM02,2024-04-04,Mant. Preventivo 1000125,2024-04-05
100,800429,PM02,2024-04-05,Mant. Preventivo 1000043,2024-04-06
100,800430,PM02,2024-04-05,Mant. Preventivo 1000047,2024-04-06
100,800431,PM02,2024-04-05,Mant. Preventivo 1000050,2024-04-06
100,800432,PM02,2024-04-05,Mant. Preventivo 1000128,2024-04-06
100,800433,PM02,2024-04-06,Mant. Preventivo 1000156,2024-04-07
100,800434,PM02,2024-04-06,Mant. Preventivo 1000089,2024-04-07
100,800435,PM02,2024-04-06,Mant. Preventivo 1000121,2024-04-07
100,800436,PM02,2024-04-06,Mant. Preventivo 1000179,2024-04-07
100,800437,PM02,2024-04-06,Mant. Preventivo 1000187,2024-04-07
100,800438,PM02,2024-04-07,Mant. Preventivo 1000180,2024-04-08
100,800439,PM02,2024-04-07,Mant. Preventivo 1000161,2024-04-08
100,800440,PM02,2024-04-08,Mant. Preventivo 1000166,2024-04-09
100,800441,PM02,2024-04-08,Mant. Preventivo 1000161,2024-04-09
100,800442,PM01,2024-04-09,FALLA CRITICA SISTEMA HIDRÁULICO - 1000068,2024-04-16
100,800443,PM02,2024-04-09,Mant. Preventivo 1000031,2024-04-10
100,800444,PM02,2024-04-09,Mant. Preventivo 1000093,2024-04-10
100,800445,PM02,2024-04-09,Mant. Preventivo 1000043,2024-04-10
100,800446,PM02,2024-04-10,Mant. Preventivo 1000177,2024-04-11
100,800447,PM02,2024-04-10,Mant. Preventivo 1000052,2024-04-11
100,800448,PM02,2024-04-10,Mant. Preventivo 1000187,2024-04-11
100,800449,PM02,2024-04-10,Mant. Preventivo 1000162,2024-04-11
100,800450,PM01,2024-04-11,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000106,2024-04-18
100,800451,PM02,2024-04-11,Mant. Preventivo 1000155,2024-04-12
100,800452,PM02,2024-04-11,Mant. Preventivo 1000012,2024-04-12
100,800453,PM02,2024-04-11,Mant. Preventivo 1000192,2024-04-12
100,800454,PM02,2024-04-11,Mant. Preventivo 1000088,2024-04-12
100,800455,PM02,2024-04-11,Mant. Preventivo 1000173,2024-04-12
100,800456,PM02,2024-04-12,Mant. Preventivo 1000196,2024-04-13
100,800457,PM02,2024-04-12,Mant. Preventivo 1000074,2024-04-13
100,800458,PM02,2024-04-12,Mant. Preventivo 1000075,2024-04-13
100,800459,PM01,2024-04-13,FALLA CRITICA SISTEMA HIDRÁULICO - 1000068,2024-04-20
100,800460,PM02,2024-04-13,Mant. Preventivo 1000095,2024-04-14
100,800461,PM02,2024-04-13,Mant. Preventivo 1000109,2024-04-14
100,800462,PM02,2024-04-14,Mant. Preventivo 1000128,2024-04-15
100,800463,PM02,2024-04-14,Mant. Preventivo 1000048,2024-04-15
100,800464,PM02,2024-04-15,Mant. Preventivo 1000158,2024-04-16
100,800465,PM02,2024-04-15,Mant. Preventivo 1000185,2024-04-16
100,800466,PM01,2024-04-16,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000065,2024-04-23
100,800467,PM02,2024-04-16,Mant. Preventivo 1000037,2024-04-17
100,800468,PM02,2024-04-16,Mant. Preventivo 1000071,2024-04-17
100,800469,PM02,2024-04-16,Mant. Preventivo 1000069,2024-04-17
100,800470,PM02,2024-04-17,Mant. Preventivo 1000052,2024-04-18
100,800471,PM02,2024-04-17,Mant. Preventivo 1000192,2024-04-18
100,800472,PM02,2024-04-17,Mant. Preventivo 1000114,2024-04-18
100,800473,PM02,2024-04-18,Mant. Preventivo 1000122,2024-04-19
100,800474,PM02,2024-04-18,Mant. Preventivo 1000014,2024-04-19
100,800475,PM02,2024-04-18,Mant. Preventivo 1000068,2024-04-19
100,800476,PM01,2024-04-19,FALLA CRITICA SISTEMA HIDRÁULICO - 1000135,2024-04-26
100,800477,PM02,2024-04-19,Mant. Preventivo 1000175,2024-04-20
100,800478,PM02,2024-04-19,Mant. Preventivo 1000073,2024-04-20
100,800479,PM02,2024-04-19,Mant. Preventivo 1000026,2024-04-20
100,800480,PM02,2024-04-19,Mant. Preventivo 1000127,2024-04-20
100,800481,PM02,2024-04-19,Mant. Preventivo 1000067,2024-04-20
100,800482,PM02,2024-04-19,Mant. Preventivo 1000182,2024-04-20
100,800483,PM02,2024-04-20,Mant. Preventivo 1000004,2024-04-21
100,800484,PM02,2024-04-20,Mant. Preventivo 1000121,2024-04-21
100,800485,PM02,2024-04-20,Mant. Preventivo 1000028,2024-04-21
100,800486,PM02,2024-04-21,Mant. Preventivo 1000040,2024-04-22
100,800487,PM02,2024-04-21,Mant. Preventivo 1000023,2024-04-22
100,800488,PM02,2024-04-21,Mant. Preventivo 1000032,2024-04-22
100,800489,PM02,2024-04-22,Mant. Preventivo 1000009,2024-04-23
100,800490,PM02,2024-04-22,Mant. Preventivo 1000038,2024-04-23
100,800491,PM02,2024-04-22,Mant. Preventivo 1000020,2024-04-23
100,800492,PM02,2024-04-22,Mant. Preventivo 1000023,2024-04-23
100,800493,PM02,2024-04-22,Mant. Preventivo 1000059,2024-04-23
100,800494,PM02,2024-04-23,Mant. Preventivo 1000121,2024-04-24
100,800495,PM02,2024-04-23,Mant. Preventivo 1000195,2024-04-24
100,800496,PM02,2024-04-23,Mant. Preventivo 1000166,2024-04-24
100,800497,PM02,2024-04-23,Mant. Preventivo 1000031,2024-04-24
100,800498,PM02,2024-04-23,Mant. Preventivo 1000124,2024-04-24
100,800499,PM02,2024-04-24,Mant. Preventivo 1000175,2024-04-25
100,800500,PM02,2024-04-24,Mant. Preventivo 1000064,2024-04-25
100,800501,PM02,2024-04-25,Mant. Preventivo 1000082,2024-04-26
100,800502,PM02,2024-04-25,Mant. Preventivo 1000187,2024-04-26
100,800503,PM02,2024-04-25,Mant. Preventivo 1000188,2024-04-26
100,800504,PM02,2024-04-25,Mant. Preventivo 1000003,2024-04-26
100,800505,PM02,2024-04-25,Mant. Preventivo 1000117,2024-04-26
100,800506,PM02,2024-04-25,Mant. Preventivo 1000127,2024-04-26
100,800507,PM02,2024-04-26,Mant. Preventivo 1000138,2024-04-27
100,800508,PM02,2024-04-26,Mant. Preventivo 1000195,2024-04-27
100,800509,PM02,2024-04-26,Mant. Preventivo 1000045,2024-04-27
100,800510,PM02,2024-04-26,Mant. Preventivo 1000095,2024-04-27
100,800511,PM02,2024-04-27,Mant. Preventivo 1000160,2024-04-28
100,800512,PM02,2024-04-27,Mant. Preventivo 1000039,2024-04-28
100,800513,PM02,2024-04-28,Mant. Preventivo 1000123,2024-04-29
100,800514,PM02,2024-04-28,Mant. Preventivo 1000023,2024-04-29
100,800515,PM02,2024-04-28,Mant. Preventivo 1000141,2024-04-29
100,800516,PM02,2024-04-29,Mant. Preventivo 1000143,2024-04-30
100,800517,PM02,2024-04-29,Mant. Preventivo 1000072,2024-04-30
100,800518,PM02,2024-04-29,Mant. Preventivo 1000134,2024-04-30
100,800519,PM02,2024-04-29,Mant. Preventivo 1000143,2024-04-30
100,800520,PM02,2024-04-30,Mant. Preventivo 1000061,2024-05-01
100,800521,PM02,2024-04-30,Mant. Preventivo 1000169,2024-05-01
100,800522,PM01,2024-05-01,FALLA CRITICA SISTEMA HIDRÁULICO - 1000146,2024-05-08
100,800523,PM02,2024-05-01,Mant. Preventivo 1000121,2024-05-02
100,800524,PM02,2024-05-01,Mant. Preventivo 1000115,2024-05-02
100,800525,PM02,2024-05-02,Mant. Preventivo 1000147,2024-05-03
100,800526,PM02,2024-05-02,Mant. Preventivo 1000016,2024-05-03
100,800527,PM02,2024-05-03,Mant. Preventivo 1000003,2024-05-04
100,800528,PM02,2024-05-03,Mant. Preventivo 1000077,2024-05-04
100,800529,PM02,2024-05-03,Mant. Preventivo 1000132,2024-05-04
100,800530,PM02,2024-05-03,Mant. Preventivo 1000152,2024-05-04
100,800531,PM02,2024-05-04,Mant. Preventivo 1000000,2024-05-05
100,800532,PM02,2024-05-04,Mant. Preventivo 1000035,2024-05-05
100,800533,PM02,2024-05-04,Mant. Preventivo 1000072,2024-05-05
100,800534,PM02,2024-05-04,Mant. Preventivo 1000128,2024-05-05
100,800535,PM02,2024-05-04,Mant. Preventivo 1000196,2024-05-05
100,800536,PM02,2024-05-05,Mant. Preventivo 1000143,2024-05-06
100,800537,PM02,2024-05-05,Mant. Preventivo 1000196,2024-05-06
100,800538,PM02,2024-05-05,Mant. Preventivo 1000193,2024-05-06
100,800539,PM02,2024-05-05,Mant. Preventivo 1000077,2024-05-06
100,800540,PM02,2024-05-05,Mant. Preventivo 1000148,2024-05-06
100,800541,PM02,2024-05-06,Mant. Preventivo 1000168,2024-05-07
100,800542,PM02,2024-05-06,Mant. Preventivo 1000110,2024-05-07
100,800543,PM02,2024-05-06,Mant. Preventivo 1000005,2024-05-07
100,800544,PM02,2024-05-06,Mant. Preventivo 1000190,2024-05-07
100,800545,PM02,2024-05-06,Mant. Preventivo 1000043,2024-05-07
100,800546,PM02,2024-05-06,Mant. Preventivo 1000179,2024-05-07
100,800547,PM02,2024-05-07,Mant. Preventivo 1000095,2024-05-08
100,800548,PM02,2024-05-07,Mant. Preventivo 1000007,2024-05-08
100,800549,PM01,2024-05-08,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000156,2024-05-15
100,800550,PM02,2024-05-08,Mant. Preventivo 1000014,2024-05-09
100,800551,PM02,2024-05-08,Mant. Preventivo 1000028,2024-05-09
100,800552,PM02,2024-05-08,Mant. Preventivo 1000067,2024-05-09
100,800553,PM02,2024-05-08,Mant. Preventivo 1000008,2024-05-09
100,800554,PM02,2024-05-08,Mant. Preventivo 1000066,2024-05-09
100,800555,PM02,2024-05-08,Mant. Preventivo 1000195,2024-05-09
100,800556,PM01,2024-05-09,FALLA CRITICA SISTEMA HIDRÁULICO - 1000141,2024-05-16
100,800557,PM02,2024-05-09,Mant. Preventivo 1000080,2024-05-10
100,800558,PM02,2024-05-09,Mant. Preventivo 1000167,2024-05-10
100,800559,PM02,2024-05-10,Mant. Preventivo 1000155,2024-05-11
100,800560,PM02,2024-05-10,Mant. Preventivo 1000086,2024-05-11
100,800561,PM02,2024-05-10,Mant. Preventivo 1000067,2024-05-11
100,800562,PM02,2024-05-10,Mant. Preventivo 1000151,2024-05-11
100,800563,PM02,2024-05-11,Mant. Preventivo 1000142,2024-05-12
100,800564,PM02,2024-05-11,Mant. Preventivo 1000014,2024-05-12
100,800565,PM02,2024-05-11,Mant. Preventivo 1000020,2024-05-12
100,800566,PM02,2024-05-11,Mant. Preventivo 1000156,2024-05-12
100,800567,PM02,2024-05-12,Mant. Preventivo 1000174,2024-05-13
100,800568,PM02,2024-05-12,Mant. Preventivo 1000164,2024-05-13
100,800569,PM02,2024-05-12,Mant. Preventivo 1000072,2024-05-13
100,800570,PM02,2024-05-12,Mant. Preventivo 1000083,2024-05-13
100,800571,PM02,2024-05-13,Mant. Preventivo 1000161,2024-05-14
100,800572,PM02,2024-05-13,Mant. Preventivo 1000050,2024-05-14
100,800573,PM02,2024-05-13,Mant. Preventivo 1000116,2024-05-14
100,800574,PM02,2024-05-14,Mant. Preventivo 1000185,2024-05-15
100,800575,PM02,2024-05-14,Mant. Preventivo 1000130,2024-05-15
100,800576,PM02,2024-05-14,Mant. Preventivo 1000001,2024-05-15
100,800577,PM02,2024-05-15,Mant. Preventivo 1000110,2024-05-16
100,800578,PM02,2024-05-15,Mant. Preventivo 1000022,2024-05-16
100,800579,PM02,2024-05-16,Mant. Preventivo 1000059,2024-05-17
100,800580,PM02,2024-05-16,Mant. Preventivo 1000171,2024-05-17
100,800581,PM02,2024-05-16,Mant. Preventivo 1000161,2024-05-17
100,800582,PM02,2024-05-17,Mant. Preventivo 1000196,2024-05-18
100,800583,PM02,2024-05-17,Mant. Preventivo 1000016,2024-05-18
100,800584,PM02,2024-05-17,Mant. Preventivo 1000132,2024-05-18
100,800585,PM02,2024-05-17,Mant. Preventivo 1000137,2024-05-18
100,800586,PM02,2024-05-18,Mant. Preventivo 1000056,2024-05-19
100,800587,PM02,2024-05-18,Mant. Preventivo 1000143,2024-05-19
100,800588,PM02,2024-05-18,Mant. Preventivo 1000072,2024-05-19
100,800589,PM02,2024-05-18,Mant. Preventivo 1000136,2024-05-19
100,800590,PM02,2024-05-19,Mant. Preventivo 1000173,2024-05-20
100,800591,PM02,2024-05-19,Mant. Preventivo 1000082,2024-05-20
100,800592,PM02,2024-05-19,Mant. Preventivo 1000095,2024-05-20
100,800593,PM02,2024-05-19,Mant. Preventivo 1000042,2024-05-20
100,800594,PM02,2024-05-20,Mant. Preventivo 1000042,2024-05-21
100,800595,PM02,2024-05-20,Mant. Preventivo 1000071,2024-05-21
100,800596,PM02,2024-05-20,Mant. Preventivo 1000111,2024-05-21
100,800597,PM02,2024-05-20,Mant. Preventivo 1000125,2024-05-21
100,800598,PM02,2024-05-20,Mant. Preventivo 1000064,2024-05-21
100,800599,PM02,2024-05-20,Mant. Preventivo 1000142,2024-05-21
100,800600,PM02,2024-05-21,Mant. Preventivo 1000150,2024-05-22
100,800601,PM02,2024-05-21,Mant. Preventivo 1000093,2024-05-22
100,800602,PM02,2024-05-21,Mant. Preventivo 1000170,2024-05-22
100,800603,PM02,2024-05-22,Mant. Preventivo 1000185,2024-05-23
100,800604,PM02,2024-05-22,Mant. Preventivo 1000078,2024-05-23
100,800605,PM02,2024-05-22,Mant. Preventivo 1000164,2024-05-23
100,800606,PM02,2024-05-22,Mant. Preventivo 1000048,2024-05-23
100,800607,PM02,2024-05-23,Mant. Preventivo 1000002,2024-05-24
100,800608,PM02,2024-05-23,Mant. Preventivo 1000121,2024-05-24
100,800609,PM02,2024-05-24,Mant. Preventivo 1000007,2024-05-25
100,800610,PM02,2024-05-24,Mant. Preventivo 1000042,2024-05-25
100,800611,PM02,2024-05-24,Mant. Preventivo 1000152,2024-05-25
100,800612,PM02,2024-05-24,Mant. Preventivo 1000134,2024-05-25
100,800613,PM02,2024-05-24,Mant. Preventivo 1000145,2024-05-25
100,800614,PM02,2024-05-24,Mant. Preventivo 1000033,2024-05-25
100,800615,PM02,2024-05-25,Mant. Preventivo 1000120,2024-05-26
100,800616,PM02,2024-05-25,Mant. Preventivo 1000118,2024-05-26
100,800617,PM02,2024-05-25,Mant. Preventivo 1000195,2024-05-26
100,800618,PM02,2024-05-25,Mant. Preventivo 1000099,2024-05-26
100,800619,PM02,2024-05-25,Mant. Preventivo 1000195,2024-05-26
100,800620,PM02,2024-05-26,Mant. Preventivo 1000116,2024-05-27
100,800621,PM02,2024-05-26,Mant. Preventivo 1000118,2024-05-27
100,800622,PM02,2024-05-26,Mant. Preventivo 1000031,2024-05-27
100,800623,PM02,2024-05-26,Mant. Preventivo 1000117,2024-05-27
100,800624,PM02,2024-05-26,Mant. Preventivo 1000153,2024-05-27
100,800625,PM02,2024-05-26,Mant. Preventivo 1000064,2024-05-27
100,800626,PM02,2024-05-27,Mant. Preventivo 1000069,2024-05-28
100,800627,PM02,2024-05-27,Mant. Preventivo 1000053,2024-05-28
100,800628,PM02,2024-05-27,Mant. Preventivo 1000106,2024-05-28
100,800629,PM02,2024-05-28,Mant. Preventivo 1000092,2024-05-29
100,800630,PM02,2024-05-28,Mant. Preventivo 1000170,2024-05-29
100,800631,PM02,2024-05-28,Mant. Preventivo 1000162,2024-05-29
100,800632,PM02,2024-05-28,Mant. Preventivo 1000081,2024-05-29
100,800633,PM02,2024-05-29,Mant. Preventivo 1000136,2024-05-30
100,800634,PM02,2024-05-29,Mant. Preventivo 1000112,2024-05-30
100,800635,PM02,2024-05-29,Mant. Preventivo 1000185,2024-05-30
100,800636,PM02,2024-05-29,Mant. Preventivo 1000101,2024-05-30
100,800637,PM02,2024-05-29,Mant. Preventivo 1000185,2024-05-30
100,800638,PM02,2024-05-29,Mant. Preventivo 1000093,2024-05-30
100,800639,PM01,2024-05-30,FALLA CRITICA SISTEMA HIDRÁULICO - 1000071,2024-06-06
100,800640,PM02,2024-05-30,Mant. Preventivo 1000091,2024-05-31
100,800641,PM02,2024-05-30,Mant. Preventivo 1000145,2024-05-31
100,800642,PM02,2024-05-30,Mant. Preventivo 1000003,2024-05-31
100,800643,PM02,2024-05-31,Mant. Preventivo 1000196,2024-06-01
100,800644,PM02,2024-05-31,Mant. Preventivo 1000026,2024-06-01
100,800645,PM02,2024-05-31,Mant. Preventivo 1000156,2024-06-01
100,800646,PM02,2024-05-31,Mant. Preventivo 1000172,2024-06-01
100,800647,PM02,2024-05-31,Mant. Preventivo 1000040,2024-06-01
100,800648,PM02,2024-05-31,Mant. Preventivo 1000101,2024-06-01
100,800649,PM01,2024-06-01,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000119,2024-06-08
100,800650,PM02,2024-06-01,Mant. Preventivo 1000124,2024-06-02
100,800651,PM02,2024-06-01,Mant. Preventivo 1000135,2024-06-02
100,800652,PM02,2024-06-02,Mant. Preventivo 1000082,2024-06-03
100,800653,PM02,2024-06-02,Mant. Preventivo 1000063,2024-06-03
100,800654,PM02,2024-06-02,Mant. Preventivo 1000002,2024-06-03
100,800655,PM02,2024-06-02,Mant. Preventivo 1000039,2024-06-03
100,800656,PM02,2024-06-03,Mant. Preventivo 1000129,2024-06-04
100,800657,PM02,2024-06-03,Mant. Preventivo 1000130,2024-06-04
100,800658,PM02,2024-06-04,Mant. Preventivo 1000170,2024-06-05
100,800659,PM02,2024-06-04,Mant. Preventivo 1000179,2024-06-05
100,800660,PM02,2024-06-04,Mant. Preventivo 1000107,2024-06-05
100,800661,PM02,2024-06-05,Mant. Preventivo 1000023,2024-06-06
100,800662,PM02,2024-06-05,Mant. Preventivo 1000080,2024-06-06
100,800663,PM02,2024-06-06,Mant. Preventivo 1000122,2024-06-07
100,800664,PM02,2024-06-06,Mant. Preventivo 1000037,2024-06-07
100,800665,PM02,2024-06-07,Mant. Preventivo 1000027,2024-06-08
100,800666,PM02,2024-06-07,Mant. Preventivo 1000046,2024-06-08
100,800667,PM02,2024-06-07,Mant. Preventivo 1000042,2024-06-08
100,800668,PM02,2024-06-07,Mant. Preventivo 1000127,2024-06-08
100,800669,PM02,2024-06-08,Mant. Preventivo 1000001,2024-06-09
100,800670,PM02,2024-06-08,Mant. Preventivo 1000168,2024-06-09
100,800671,PM01,2024-06-09,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000173,2024-06-16
100,800672,PM02,2024-06-09,Mant. Preventivo 1000175,2024-06-10
100,800673,PM02,2024-06-09,Mant. Preventivo 1000132,2024-06-10
100,800674,PM02,2024-06-09,Mant. Preventivo 1000158,2024-06-10
100,800675,PM02,2024-06-09,Mant. Preventivo 1000185,2024-06-10
100,800676,PM02,2024-06-09,Mant. Preventivo 1000094,2024-06-10
100,800677,PM02,2024-06-09,Mant. Preventivo 1000026,2024-06-10
100,800678,PM02,2024-06-10,Mant. Preventivo 1000051,2024-06-11
100,800679,PM02,2024-06-10,Mant. Preventivo 1000141,2024-06-11
100,800680,PM02,2024-06-10,Mant. Preventivo 1000168,2024-06-11
100,800681,PM02,2024-06-10,Mant. Preventivo 1000132,2024-06-11
100,800682,PM02,2024-06-10,Mant. Preventivo 1000113,2024-06-11
100,800683,PM02,2024-06-10,Mant. Preventivo 1000052,2024-06-11
100,800684,PM02,2024-06-11,Mant. Preventivo 1000049,2024-06-12
100,800685,PM02,2024-06-11,Mant. Preventivo 1000133,2024-06-12
100,800686,PM02,2024-06-11,Mant. Preventivo 1000006,2024-06-12
100,800687,PM02,2024-06-11,Mant. Preventivo 1000042,2024-06-12
100,800688,PM02,2024-06-12,Mant. Preventivo 1000135,2024-06-13
100,800689,PM02,2024-06-12,Mant. Preventivo 1000174,2024-06-13
100,800690,PM02,2024-06-12,Mant. Preventivo 1000193,2024-06-13
100,800691,PM02,2024-06-12,Mant. Preventivo 1000015,2024-06-13
100,800692,PM02,2024-06-13,Mant. Preventivo 1000197,2024-06-14
100,800693,PM02,2024-06-13,Mant. Preventivo 1000036,2024-06-14
100,800694,PM02,2024-06-13,Mant. Preventivo 1000199,2024-06-14
100,800695,PM02,2024-06-13,Mant. Preventivo 1000063,2024-06-14
100,800696,PM02,2024-06-13,Mant. Preventivo 1000000,2024-06-14
100,800697,PM01,2024-06-14,FALLA CRITICA SISTEMA HIDRÁULICO - 1000148,2024-06-21
100,800698,PM02,2024-06-14,Mant. Preventivo 1000020,2024-06-15
100,800699,PM02,2024-06-14,Mant. Preventivo 1000094,2024-06-15
100,800700,PM02,2024-06-14,Mant. Preventivo 1000042,2024-06-15
100,800701,PM02,2024-06-15,Mant. Preventivo 1000069,2024-06-16
100,800702,PM02,2024-06-15,Mant. Preventivo 1000179,2024-06-16
